Model Training Results - 2025-10-16 06:12:28
================================================================================


GIN Training History
============================================================

Best Validation AUC: 0.8215
Total Epochs Trained: 62
Early Stopping Best Score: 0.6831 (Hits@10 at epoch 52)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
------------------------------------------------------------------------------------------
1        0.6074         0.6557       0.0704       0.2070       0.3045      
2        0.5335         0.7261       0.0915       0.2566       0.3795      
3        0.4994         0.7410       0.1027       0.2953       0.4333      
4        0.4833         0.7743       0.1211       0.3322       0.4753      
5        0.4684         0.7815       0.1409       0.3678       0.5140      
6        0.4598         0.7807       0.1402       0.3675       0.5191      
7        0.4532         0.7773       0.1432       0.3776       0.5348      
8        0.4481         0.7889       0.1592       0.3914       0.5427      
9        0.4440         0.7799       0.1608       0.4122       0.5478      
10       0.4404         0.7860       0.1669       0.4132       0.5532      
11       0.4382         0.7923       0.1714       0.4252       0.5653      
12       0.4371         0.7898       0.1783       0.4361       0.5779      
13       0.4339         0.7868       0.1709       0.4323       0.5771      
14       0.4314         0.7921       0.1928       0.4486       0.5834      
15       0.4304         0.8045       0.1974       0.4596       0.5985      
16       0.4304         0.7990       0.2020       0.4690       0.5987      
17       0.4293         0.7838       0.1857       0.4603       0.5910      
18       0.4272         0.7932       0.2047       0.4773       0.6106      
19       0.4250         0.7955       0.2019       0.4642       0.6010      
20       0.4238         0.8000       0.2024       0.4768       0.6145      
21       0.4235         0.8024       0.2004       0.4804       0.6266      
22       0.4218         0.8043       0.2215       0.5033       0.6355      
23       0.4190         0.7972       0.2081       0.5063       0.6358      
24       0.4178         0.7971       0.2086       0.4904       0.6318      
25       0.4191         0.8113       0.2154       0.5026       0.6574      
26       0.4181         0.8037       0.2271       0.5201       0.6485      
27       0.4164         0.7933       0.2121       0.4967       0.6330      
28       0.4173         0.7935       0.2134       0.4960       0.6323      
29       0.4167         0.8043       0.2179       0.5046       0.6379      
30       0.4147         0.7966       0.2238       0.5135       0.6483      
31       0.4154         0.8104       0.2287       0.5191       0.6622      
32       0.4131         0.8067       0.2203       0.5186       0.6567      
33       0.4125         0.8098       0.2424       0.5250       0.6567      
34       0.4133         0.7940       0.2218       0.5129       0.6384      
35       0.4129         0.7990       0.2172       0.5140       0.6444      
36       0.4098         0.7967       0.2315       0.5194       0.6585      
37       0.4090         0.8124       0.2401       0.5328       0.6587      
38       0.4151         0.8140       0.2437       0.5283       0.6636      
39       0.4102         0.8091       0.2395       0.5252       0.6688      
40       0.4097         0.7992       0.2276       0.5219       0.6536      
41       0.4095         0.8177       0.2512       0.5442       0.6692      
42       0.4124         0.8215       0.2475       0.5379       0.6755      
43       0.4097         0.8004       0.2399       0.5270       0.6526      
44       0.4097         0.8132       0.2352       0.5222       0.6567      
45       0.4097         0.8136       0.2343       0.5293       0.6729      
46       0.4096         0.8136       0.2467       0.5349       0.6669      
47       0.4080         0.8068       0.2459       0.5328       0.6694      
48       0.4076         0.8140       0.2485       0.5443       0.6749      
49       0.4062         0.7990       0.2363       0.5333       0.6669      
50       0.4077         0.8197       0.2449       0.5397       0.6819      
51       0.4060         0.8147       0.2497       0.5442       0.6742      
52       0.4064         0.8175       0.2584       0.5552       0.6831      
53       0.4051         0.8021       0.2488       0.5491       0.6781      
54       0.4056         0.8066       0.2465       0.5427       0.6740      
55       0.4053         0.8048       0.2442       0.5320       0.6628      
56       0.4075         0.8090       0.2502       0.5399       0.6729      
57       0.4073         0.8027       0.2498       0.5442       0.6763      
58       0.4050         0.8042       0.2544       0.5480       0.6719      
59       0.4042         0.8104       0.2592       0.5359       0.6711      
60       0.4047         0.8047       0.2488       0.5461       0.6750      
61       0.4055         0.8049       0.2553       0.5447       0.6712      
62       0.4038         0.7982       0.2456       0.5400       0.6628      
